"series_id","synth_control_type","p_value_<=0.05","p_value_<=0.1","R^2"
2866,ALL_predictors,0,0,0,860539206
2866,NO_predictors,0,0,0,768198505
2867,T_predictors,0,0,0,932630757
2867,F_predictors,0,0,0,935936981
2867,ALL_predictors,0,0,0,938790933
2867,NO_predictors,0,0,0,936166476
2868,T_predictors,0,0,0,845340888
2868,F_predictors,0,0,0,975776355
2868,ALL_predictors,0,0,0,971322709
2868,NO_predictors,0,0,0,713577938
2869,T_predictors,0,0,0,771976462
2869,F_predictors,0,0,0,786921416
2869,ALL_predictors,1,1,0,809922402
2869,NO_predictors,0,0,0,765892442
2870,T_predictors,0,0,0,888957216
2870,F_predictors,0,0,0,876676428
2870,ALL_predictors,0,0,0,896596921
2870,NO_predictors,0,0,0,859985447
2871,T_predictors,0,0,0,867686689
2871,F_predictors,1,1,0,89939765
2871,ALL_predictors,0,0,0,87646036
2871,NO_predictors,1,1,0,880327914
2872,T_predictors,0,0,0,793903376
2872,F_predictors,0,0,0,756363213
2872,ALL_predictors,0,0,0,79381758
2872,NO_predictors,0,0,0,692718859
2873,T_predictors,0,0,0,966121914
2873,F_predictors,0,0,0,583541181
2873,ALL_predictors,0,0,0,967613732
2873,NO_predictors,0,0,-0,174032236
2874,T_predictors,0,0,0,91581061
2874,F_predictors,0,0,0,913783892
2874,ALL_predictors,0,0,0,913783968
2874,NO_predictors,0,0,0,910252329
2875,T_predictors,0,0,0,949073246
2875,F_predictors,0,0,0,945264075
2875,ALL_predictors,0,0,0,949069428
2875,NO_predictors,0,0,0,914124758
2876,T_predictors,0,0,0,979811084
2876,F_predictors,0,0,0,977966715
2876,ALL_predictors,0,0,0,979811094
2876,NO_predictors,0,0,0,970999874
2877,T_predictors,0,0,0,990872411
2877,F_predictors,0,0,0,975886537
2877,ALL_predictors,0,1,0,99063978
2877,NO_predictors,0,0,0,990681074
2878,T_predictors,0,0,0,992046467
2878,F_predictors,0,0,0,991633068
2878,ALL_predictors,0,0,0,992046491
2878,NO_predictors,0,0,0,91502903
2879,T_predictors,0,0,0,771339524
2879,F_predictors,0,0,0,555872174
2879,ALL_predictors,0,0,0,771339657
2879,NO_predictors,0,1,0,523996468
2880,T_predictors,0,0,0,899928627
2880,F_predictors,0,0,0,899838414
2880,ALL_predictors,0,0,0,9000242
2880,NO_predictors,0,0,0,751046383
2881,T_predictors,1,1,0,67615666
2881,F_predictors,1,1,0,676157407
2881,ALL_predictors,1,1,0,676157287
2881,NO_predictors,1,1,0,583375915
2882,T_predictors,0,1,0,806604948
2882,F_predictors,0,0,0,766443981
2882,ALL_predictors,0,1,0,766444374
2882,NO_predictors,0,1,0,561578252
2883,T_predictors,0,0,0,99112964
2883,F_predictors,0,0,0,992338911
2883,ALL_predictors,0,0,0,990919186
2883,NO_predictors,0,0,0,990318003
2884,T_predictors,0,0,0,855142367
2884,F_predictors,0,0,0,836067584
2884,ALL_predictors,0,0,0,845016043
2884,NO_predictors,0,0,0,813488201
2885,T_predictors,0,0,0,827458482
2885,F_predictors,0,0,0,872327173
2885,ALL_predictors,0,0,0,908344199
2885,NO_predictors,0,0,0,654017823
2886,T_predictors,0,0,0,884534695
2886,F_predictors,0,0,0,846325566
2886,ALL_predictors,0,0,0,880901513
2886,NO_predictors,0,1,0,858573703
2887,T_predictors,0,0,0,736372919
2887,F_predictors,0,0,0,696044949
2887,ALL_predictors,0,0,0,858810649
2887,NO_predictors,0,1,0,687952696
2888,T_predictors,0,0,0,939181841
2888,F_predictors,0,0,0,852327059
2888,ALL_predictors,0,0,0,938043423
2888,NO_predictors,0,0,NA
2889,T_predictors,0,0,0,709552816
2889,F_predictors,0,0,0,664682616
2889,ALL_predictors,0,0,0,710139086
2889,NO_predictors,0,0,0,258201897
2890,T_predictors,0,0,0,172656805
2890,F_predictors,0,0,0,172656796
2890,ALL_predictors,0,0,0,172656857
2890,NO_predictors,0,0,0,172656834
2891,T_predictors,0,0,0,896342618
2891,F_predictors,0,0,0,894722347
2891,ALL_predictors,0,0,0,896342541
2891,NO_predictors,0,0,0,865313444
2892,T_predictors,0,0,0,638162945
2892,F_predictors,0,0,0,493640275
2892,ALL_predictors,0,0,0,691163515
2892,NO_predictors,0,0,0,385146163
2893,T_predictors,0,1,0,6427306
2893,F_predictors,0,0,0,430710069
2893,ALL_predictors,0,1,0,647843856
2893,NO_predictors,1,1,0,380027408
2894,T_predictors,0,0,0,98230749
2894,F_predictors,0,0,0,982423948
2894,ALL_predictors,0,0,0,982291799
2894,NO_predictors,0,0,0,981277627
2895,T_predictors,0,0,0,943209181
2895,F_predictors,0,0,0,968128788
2895,ALL_predictors,0,0,0,970517621
2895,NO_predictors,0,0,0,898718565
2896,T_predictors,0,0,NA
2896,F_predictors,0,0,0,861539382
2896,ALL_predictors,0,0,0,867266131
2896,NO_predictors,0,1,0,802420226
2897,T_predictors,0,0,0,986604555
2897,F_predictors,0,0,0,965283785
2897,ALL_predictors,0,0,0,986307014
2897,NO_predictors,0,0,NA
2898,T_predictors,0,0,0,933748223
2898,F_predictors,0,1,0,830207127
2898,ALL_predictors,0,0,0,923231421
2898,NO_predictors,0,0,0,843674924
2899,T_predictors,0,0,0,981154715
2899,F_predictors,0,0,0,981418045
2899,ALL_predictors,0,0,0,968527118
2899,NO_predictors,0,0,0,981098131
2900,T_predictors,0,0,0,858144472
2900,F_predictors,0,0,0,811804879
2900,ALL_predictors,0,0,0,825123322
2900,NO_predictors,0,0,0,787283667
2901,T_predictors,0,0,0,948696617
2901,F_predictors,0,0,0,921145012
2901,ALL_predictors,0,0,0,95342507
2901,NO_predictors,0,0,0,914866072
2902,T_predictors,0,0,0,988994743
2902,F_predictors,0,0,NA
2902,ALL_predictors,0,0,0,990509072
2902,NO_predictors,0,0,0,984014883
2903,T_predictors,1,1,0,998885134
2903,F_predictors,0,0,0,996852832
2903,ALL_predictors,1,1,0,998744406
2903,NO_predictors,0,0,0,992122295
2904,T_predictors,0,0,0,956239406
2904,F_predictors,0,0,0,776474305
2904,ALL_predictors,0,0,0,954278737
2904,NO_predictors,0,0,0,773429859
2905,T_predictors,0,0,0,907447832
2905,F_predictors,0,0,0,932917132
2905,ALL_predictors,0,0,0,935082984
2905,NO_predictors,0,0,0,91984204
2906,T_predictors,1,1,0,991663737
2906,F_predictors,0,0,0,993845373
2906,ALL_predictors,0,0,0,993945199
2906,NO_predictors,1,1,0,991535018
2907,T_predictors,0,0,0,974452246
2907,F_predictors,0,0,0,958805033
2907,ALL_predictors,0,0,0,962962541
2907,NO_predictors,0,0,0,952508146
2908,T_predictors,0,0,0,882207243
2908,F_predictors,0,0,0,881659556
2908,ALL_predictors,0,0,0,882069911
2908,NO_predictors,0,0,0,880450693
2909,T_predictors,0,0,0,973943893
2909,F_predictors,0,0,0,882387111
2909,ALL_predictors,0,0,0,965152955
2909,NO_predictors,0,0,0,935851814
2910,T_predictors,0,0,NA
2910,F_predictors,0,0,0,436291485
2910,ALL_predictors,0,0,0,635661176
2910,NO_predictors,0,0,0,337269642
2911,T_predictors,0,0,0,892724111
2911,F_predictors,0,0,0,746736522
2911,ALL_predictors,0,0,0,891957551
2911,NO_predictors,0,0,0,392978498
2912,T_predictors,0,0,0,911165191
2912,F_predictors,0,0,0,892118077
2912,ALL_predictors,0,0,0,917823048
2912,NO_predictors,0,0,0,914586755
2913,T_predictors,0,0,0,935932131
2913,F_predictors,0,0,0,890129113
2913,ALL_predictors,0,0,0,932363417
2913,NO_predictors,0,0,0,887997678
2914,T_predictors,0,0,0,758124098
2914,F_predictors,0,0,0,731710707
2914,ALL_predictors,0,0,0,780877497
2914,NO_predictors,0,0,0,683589662
2915,T_predictors,0,1,0,83321161
2915,F_predictors,0,0,0,837410688
2915,ALL_predictors,0,0,0,837533059
2915,NO_predictors,0,0,0,837410642
2916,T_predictors,0,0,0,965670504
2916,F_predictors,1,1,0,940155598
2916,ALL_predictors,0,0,0,960768876
2916,NO_predictors,0,0,0,957684609
2917,T_predictors,0,0,0,800546943
2917,F_predictors,0,0,0,800546963
2917,ALL_predictors,0,0,0,800546949
2917,NO_predictors,0,1,0,800546964
2918,T_predictors,0,1,0,950253199
2918,F_predictors,0,0,0,948479351
2918,ALL_predictors,0,1,0,948955596
2918,NO_predictors,0,0,0,703184601
2919,T_predictors,1,1,0,621506447
2919,F_predictors,1,1,0,480604324
2919,ALL_predictors,1,1,0,621506976
2919,NO_predictors,1,1,0,371043995
2920,T_predictors,0,0,0,971539561
2920,F_predictors,0,0,0,950268092
2920,ALL_predictors,0,0,0,972230913
2920,NO_predictors,0,0,0,953211796
2921,T_predictors,0,0,0,926802342
2921,F_predictors,0,0,0,926492077
2921,ALL_predictors,0,0,0,926802348
2921,NO_predictors,0,0,0,863385292
2922,T_predictors,0,0,0,902957758
2922,F_predictors,0,0,0,902950692
2922,ALL_predictors,0,0,0,902958263
2922,NO_predictors,0,0,0,894080638
2923,T_predictors,0,0,0,755582357
2923,F_predictors,0,0,0,721275917
2923,ALL_predictors,0,0,0,758720533
2923,NO_predictors,0,0,0,721275944
2924,T_predictors,0,0,0,638823946
2924,F_predictors,0,0,0,503024633
2924,ALL_predictors,0,0,0,591580566
2924,NO_predictors,0,0,0,49420446
2925,T_predictors,0,0,0,830000287
2925,F_predictors,0,0,0,835097118
2925,ALL_predictors,0,0,0,830000243
2925,NO_predictors,0,0,0,836289564
2926,T_predictors,0,1,0,901444704
2926,F_predictors,0,1,0,900336425
2926,ALL_predictors,0,1,0,9014447
2926,NO_predictors,0,0,0,7815853
2927,T_predictors,0,0,0,367653349
2927,F_predictors,0,0,0,461832479
2927,ALL_predictors,0,0,0,46497675
2927,NO_predictors,0,0,0,00749935
2928,T_predictors,0,0,0,88855634
2928,F_predictors,0,0,0,888559027
2928,ALL_predictors,0,0,0,88856096
2928,NO_predictors,0,0,0,888558554
2929,T_predictors,0,0,0,931795683
2929,F_predictors,0,0,0,813642805
2929,ALL_predictors,0,0,0,912829846
2929,NO_predictors,0,0,0,802368211
2930,T_predictors,0,0,0,939188078
2930,F_predictors,0,0,0,87395357
2930,ALL_predictors,1,1,0,966673036
2930,NO_predictors,0,0,0,805830021
2931,T_predictors,0,0,0,958527368
2931,F_predictors,0,0,0,956044292
2931,ALL_predictors,0,0,0,956143983
2931,NO_predictors,0,0,0,950791991
2932,T_predictors,0,0,0,946270711
2932,F_predictors,0,0,0,972266713
2932,ALL_predictors,0,0,0,976722908
2932,NO_predictors,0,0,0,951636081
2933,T_predictors,0,1,0,725183844
2933,F_predictors,1,1,0,735293735
2933,ALL_predictors,0,1,0,726270336
2933,NO_predictors,0,0,0,369046794
2934,T_predictors,0,0,0,96347209
2934,F_predictors,0,0,NA
2934,ALL_predictors,0,0,0,963471953
2934,NO_predictors,0,0,0,963472148
2935,T_predictors,0,0,0,945772812
2935,F_predictors,0,0,0,946110581
2935,ALL_predictors,0,0,0,945768541
2935,NO_predictors,0,0,NA
2936,T_predictors,0,0,0,995301533
2936,F_predictors,0,0,0,947103791
2936,ALL_predictors,0,0,0,991183104
2936,NO_predictors,0,0,0,94486191
2937,T_predictors,0,0,0,817713213
2937,F_predictors,0,0,0,762711292
2937,ALL_predictors,0,0,0,804740515
2937,NO_predictors,0,0,0,712033758
2938,T_predictors,0,0,0,688292672
2938,F_predictors,0,0,0,682378979
2938,ALL_predictors,0,0,0,689454147
2938,NO_predictors,0,0,0,254114926
2939,T_predictors,1,1,0,988852098
2939,F_predictors,0,0,0,988852666
2939,ALL_predictors,1,1,0,988852144
2939,NO_predictors,0,0,0,973444207
2940,T_predictors,0,0,0,925406838
2940,F_predictors,0,0,0,921328842
2940,ALL_predictors,0,0,0,925406786
2940,NO_predictors,0,0,0,922763788
2941,T_predictors,0,0,0,99485884
2941,F_predictors,0,0,0,994952816
2941,ALL_predictors,0,0,0,994858872
2941,NO_predictors,0,0,0,994858881
2942,T_predictors,0,0,0,868339772
2942,F_predictors,0,0,0,872269173
2942,ALL_predictors,0,0,0,872268271
2942,NO_predictors,0,0,0,870318388
2943,T_predictors,0,0,0,623853141
2943,F_predictors,0,1,0,621040184
2943,ALL_predictors,0,0,0,630010993
2943,NO_predictors,0,0,0,096548461
2944,T_predictors,0,0,-0,086741186
2944,F_predictors,0,0,-0,086741288
2944,ALL_predictors,0,0,-0,08674121
2944,NO_predictors,0,0,-0,086741396
2945,T_predictors,0,0,0,807292723
2945,F_predictors,0,0,0,819348417
2945,ALL_predictors,0,0,0,828295606
2945,NO_predictors,0,0,0,78233701
2946,T_predictors,0,0,0,776580048
2946,F_predictors,0,0,0,74836687
2946,ALL_predictors,0,0,0,776580008
2946,NO_predictors,0,0,0,720718804
2947,T_predictors,0,0,0,901165096
2947,F_predictors,0,0,0,901181439
2947,ALL_predictors,0,0,0,901182302
2947,NO_predictors,0,0,0,901182209
2948,T_predictors,0,0,0,913758841
2948,F_predictors,0,0,0,885118516
2948,ALL_predictors,0,0,0,887464124
2948,NO_predictors,0,0,0,888770694
2949,T_predictors,0,0,0,982350429
2949,F_predictors,0,0,0,939829005
2949,ALL_predictors,0,0,0,978524733
2949,NO_predictors,0,0,0,937709511
2950,T_predictors,1,1,0,987852806
2950,F_predictors,1,1,0,986035836
2950,ALL_predictors,0,1,0,98788753
2950,NO_predictors,0,0,0,97804003
2951,T_predictors,0,0,0,628989745
2951,F_predictors,0,0,0,771658858
2951,ALL_predictors,0,0,0,769038349
2951,NO_predictors,0,0,0,609440888
2952,T_predictors,0,1,0,941540418
2952,F_predictors,0,1,0,942087107
2952,ALL_predictors,0,0,0,94086372
2952,NO_predictors,0,1,0,895601235
2953,T_predictors,0,1,0,904556849
2953,F_predictors,0,0,0,420550466
2953,ALL_predictors,0,0,0,823160529
2953,NO_predictors,0,0,0,774638129
2954,T_predictors,0,0,0,639200933
2954,F_predictors,0,0,0,493271249
2954,ALL_predictors,0,0,0,527652703
2954,NO_predictors,0,0,0,476910491
2955,T_predictors,1,1,0,901805797
2955,F_predictors,1,1,0,875285803
2955,ALL_predictors,1,1,0,868909285
2955,NO_predictors,1,1,0,699230382
2956,T_predictors,1,1,0,957271931
2956,F_predictors,1,1,0,959501675
2956,ALL_predictors,1,1,0,960348382
2956,NO_predictors,0,1,0,713340672
2957,T_predictors,0,0,0,946364561
2957,F_predictors,0,0,0,946364653
2957,ALL_predictors,0,0,0,946364648
2957,NO_predictors,0,0,0,946364553
2958,T_predictors,0,0,NA
2958,F_predictors,0,0,0,7837052
2958,ALL_predictors,0,0,0,944916886
2958,NO_predictors,0,0,0,35458857
2959,T_predictors,0,0,0,99255686
2959,F_predictors,0,0,0,989136502
2959,ALL_predictors,0,0,0,992680944
2959,NO_predictors,0,0,0,955877657
2960,T_predictors,0,0,0,983798215
2960,F_predictors,0,0,0,983886555
2960,ALL_predictors,0,0,0,984087367
2960,NO_predictors,0,0,0,982529199
2961,T_predictors,0,0,0,584532043
2961,F_predictors,0,0,0,451278973
2961,ALL_predictors,0,0,0,541587685
2961,NO_predictors,0,0,-0,140457528
2962,T_predictors,0,0,NA
2962,F_predictors,0,0,0,835550681
2962,ALL_predictors,0,0,0,858365836
2962,NO_predictors,0,0,0,835142945
2963,T_predictors,0,0,0,94830023
2963,F_predictors,0,0,0,935755289
2963,ALL_predictors,0,0,0,949345008
2963,NO_predictors,0,0,0,857119151
2964,T_predictors,0,0,0,959216266
2964,F_predictors,0,0,0,95981761
2964,ALL_predictors,0,0,0,960459421
2964,NO_predictors,0,0,0,910872021
2965,T_predictors,0,0,0,772820964
2965,F_predictors,0,0,0,711771909
2965,ALL_predictors,0,0,0,772820934
2965,NO_predictors,0,0,0,680510898
2966,T_predictors,0,0,0,798936119
2966,F_predictors,0,0,0,798936234
2966,ALL_predictors,0,0,0,828508878
2966,NO_predictors,0,0,0,798936211
2967,T_predictors,0,0,0,929715639
2967,F_predictors,0,0,0,914563027
2967,ALL_predictors,0,0,0,935889087
2967,NO_predictors,0,0,0,753920037
2968,T_predictors,1,1,-0,264309191
2968,F_predictors,0,1,-0,264309248
2968,ALL_predictors,1,1,-0,264309192
2968,NO_predictors,0,0,-0,264309117
2969,T_predictors,0,0,0,867237148
2969,F_predictors,0,0,0,865627771
2969,ALL_predictors,0,0,0,865817413
2969,NO_predictors,0,0,0,84975651
2970,T_predictors,0,0,0,735958823
2970,F_predictors,0,0,0,70423157
2970,ALL_predictors,0,0,0,766455563
2970,NO_predictors,0,0,0,698950004
2971,T_predictors,0,0,0,860484432
2971,F_predictors,0,0,0,860484457
2971,ALL_predictors,0,0,0,86048464
2971,NO_predictors,0,0,0,790733835
2972,T_predictors,0,0,NA
2972,F_predictors,0,0,0,746132419
2972,ALL_predictors,0,0,0,904404819
2972,NO_predictors,0,0,0,711840032
2973,T_predictors,0,0,0,908081053
2973,F_predictors,0,1,0,84009067
2973,ALL_predictors,0,0,0,914967547
2973,NO_predictors,0,0,0,557555016
2974,T_predictors,0,0,0,938394269
2974,F_predictors,0,0,0,921243398
2974,ALL_predictors,0,0,0,945886845
2974,NO_predictors,0,0,0,902606079
2975,T_predictors,0,0,0,455911296
2975,F_predictors,0,0,0,365797509
2975,ALL_predictors,0,1,0,452269232
2975,NO_predictors,0,0,0,040362662
2976,T_predictors,0,0,0,855651122
2976,F_predictors,0,1,0,825574365
2976,ALL_predictors,0,0,NA
2976,NO_predictors,0,0,NA
2977,T_predictors,0,0,0,973145969
2977,F_predictors,0,0,0,974744789
2977,ALL_predictors,0,0,0,974744836
2977,NO_predictors,0,0,0,971039605
2978,T_predictors,0,0,0,969369678
2978,F_predictors,0,0,0,969269923
2978,ALL_predictors,0,0,0,969516343
2978,NO_predictors,0,0,0,938693762
2979,T_predictors,0,0,0,956354269
2979,F_predictors,0,0,0,929987929
2979,ALL_predictors,0,0,0,960946691
2979,NO_predictors,0,0,0,877685121
2980,T_predictors,0,0,0,822470281
2980,F_predictors,0,0,0,820899838
2980,ALL_predictors,0,0,0,818164231
2980,NO_predictors,0,0,0,820899824
2981,T_predictors,0,0,0,92764384
2981,F_predictors,0,0,0,92803928
2981,ALL_predictors,0,0,0,92387399
2981,NO_predictors,0,0,0,928039278
2982,T_predictors,0,0,0,778661027
2982,F_predictors,0,0,0,865919538
2982,ALL_predictors,0,0,0,826744082
2982,NO_predictors,0,0,0,488170618
2983,T_predictors,0,0,0,934064187
2983,F_predictors,0,0,0,936933207
2983,ALL_predictors,0,0,0,936932244
2983,NO_predictors,1,1,0,837241749
2984,T_predictors,0,0,0,93319006
2984,F_predictors,0,0,0,9754233
2984,ALL_predictors,0,0,0,969057683
2984,NO_predictors,0,0,0,785910726
2985,T_predictors,0,0,NA
2985,F_predictors,0,0,0,993659652
2985,ALL_predictors,0,0,0,994739551
2985,NO_predictors,0,0,0,959328161
2986,T_predictors,0,0,0,973021772
2986,F_predictors,0,0,0,707006323
2986,ALL_predictors,0,0,0,973163431
2986,NO_predictors,0,0,0,729859732
2987,T_predictors,0,0,0,967102495
2987,F_predictors,0,0,0,981425636
2987,ALL_predictors,0,0,0,97434887
2987,NO_predictors,0,0,0,965988576
2988,T_predictors,0,0,0,891395459
2988,F_predictors,0,1,0,79180467
2988,ALL_predictors,0,0,0,869870106
2988,NO_predictors,0,0,0,785010183
2989,T_predictors,0,1,0,959825103
2989,F_predictors,0,0,0,955910292
2989,ALL_predictors,0,1,0,957718707
2989,NO_predictors,0,0,0,524939787
2990,T_predictors,0,0,0,980788859
2990,F_predictors,0,0,0,975521685
2990,ALL_predictors,0,0,0,980780576
2990,NO_predictors,0,0,0,976921527
2991,T_predictors,0,0,0,917818499
2991,F_predictors,0,0,0,888916614
2991,ALL_predictors,0,0,0,920276704
2991,NO_predictors,0,0,0,86890465
2992,T_predictors,0,0,0,920649748
2992,F_predictors,0,0,0,915813546
2992,ALL_predictors,0,0,0,920740546
2992,NO_predictors,0,0,0,837287663
2993,T_predictors,1,1,0,978002756
2993,F_predictors,0,0,0,977687997
2993,ALL_predictors,0,0,0,979388629
2993,NO_predictors,0,0,0,978229501
2994,T_predictors,0,0,0,864198407
2994,F_predictors,0,0,0,822307499
2994,ALL_predictors,0,0,0,855924264
2994,NO_predictors,0,0,0,784036579
2995,T_predictors,0,0,0,842244955
2995,F_predictors,0,0,0,842244375
2995,ALL_predictors,0,0,0,8422451
2995,NO_predictors,0,0,0,842244441
2996,T_predictors,0,0,0,790249345
2996,F_predictors,0,0,0,790249404
2996,ALL_predictors,0,0,0,790249162
2996,NO_predictors,0,0,0,790249422
2997,T_predictors,0,0,0,731230571
2997,F_predictors,0,0,0,545671378
2997,ALL_predictors,0,0,0,881999857
2997,NO_predictors,0,0,0,588831843
2998,T_predictors,0,1,0,752616175
2998,F_predictors,0,0,0,738667524
2998,ALL_predictors,0,0,0,742310977
2998,NO_predictors,0,0,0,500953323
2999,T_predictors,0,0,NA
2999,F_predictors,0,0,0,863923635
2999,ALL_predictors,0,0,0,889748098
2999,NO_predictors,0,0,0,863929699
3000,T_predictors,0,0,0,969057414
3000,F_predictors,0,0,NA
3000,ALL_predictors,0,0,0,969475468
3000,NO_predictors,0,0,0,968514245
3001,T_predictors,1,1,0,865116319
3001,F_predictors,0,0,0,494943929
3001,ALL_predictors,1,1,0,865114331
3001,NO_predictors,0,0,0,163265735
3002,T_predictors,0,0,0,707272842
3002,F_predictors,0,0,0,440321058
3002,ALL_predictors,0,0,0,707949298
3002,NO_predictors,0,0,0,148936222
3003,T_predictors,0,0,0,9250246
3003,F_predictors,0,0,0,928460981
3003,ALL_predictors,0,0,0,93080594
3003,NO_predictors,0,0,0,925024657
3004,T_predictors,0,0,0,883049691
3004,F_predictors,0,0,0,867448563
3004,ALL_predictors,0,0,0,896896506
3004,NO_predictors,0,0,0,640318661
3005,T_predictors,0,0,0,957235559
3005,F_predictors,0,0,0,954387596
3005,ALL_predictors,0,0,0,961414878
3005,NO_predictors,0,0,0,904591539
3006,T_predictors,0,0,0,965431064
3006,F_predictors,0,0,0,965430688
3006,ALL_predictors,0,0,0,965385591
3006,NO_predictors,0,0,0,965431116
3007,T_predictors,0,0,0,963365018
3007,F_predictors,0,0,0,963365124
3007,ALL_predictors,0,0,0,963365176
3007,NO_predictors,0,0,0,951748702
3008,T_predictors,0,0,0,711795344
3008,F_predictors,0,0,0,673785505
3008,ALL_predictors,0,0,0,711794871
3008,NO_predictors,0,0,0,541240751
3009,T_predictors,0,0,0,975113939
3009,F_predictors,0,0,0,975382663
3009,ALL_predictors,0,0,0,975168309
3009,NO_predictors,0,0,0,974652176
3010,T_predictors,0,0,0,895956521
3010,F_predictors,0,0,0,876557672
3010,ALL_predictors,0,0,0,894735832
3010,NO_predictors,0,0,0,821170172
3011,T_predictors,0,0,0,87808835
3011,F_predictors,0,0,0,589875897
3011,ALL_predictors,0,0,0,93886333
3011,NO_predictors,0,0,0,942438435
3012,T_predictors,1,1,0,967186717
3012,F_predictors,1,1,0,94572415
3012,ALL_predictors,1,1,0,967186709
3012,NO_predictors,0,0,0,885806995
3013,T_predictors,0,0,0,80127533
3013,F_predictors,0,0,0,809098029
3013,ALL_predictors,0,0,0,802734578
3013,NO_predictors,0,0,0,774351887
3014,T_predictors,1,1,0,946406554
3014,F_predictors,0,0,0,880591997
3014,ALL_predictors,1,1,0,94716463
3014,NO_predictors,1,1,0,915530153
3015,T_predictors,0,0,0,898858458
3015,F_predictors,0,1,0,831611048
3015,ALL_predictors,0,0,0,909970172
3015,NO_predictors,0,0,0,843789707
3016,T_predictors,0,0,0,974556361
3016,F_predictors,0,0,0,974508609
3016,ALL_predictors,0,0,0,974533803
3016,NO_predictors,0,0,0,8719097
3017,T_predictors,0,0,0,966332469
3017,F_predictors,0,0,0,988778736
3017,ALL_predictors,0,0,0,98877849
3017,NO_predictors,0,0,0,980335665
3018,T_predictors,0,0,0,977963588
3018,F_predictors,0,0,0,972046753
3018,ALL_predictors,0,0,0,977963539
3018,NO_predictors,0,0,0,972046712
3019,T_predictors,0,0,0,970519316
3019,F_predictors,0,0,0,949558175
3019,ALL_predictors,0,1,0,95793857
3019,NO_predictors,0,1,0,83703249
3020,T_predictors,0,0,0,91239697
3020,F_predictors,0,0,0,905799752
3020,ALL_predictors,0,0,0,912396996
3020,NO_predictors,0,0,0,896496307
3021,T_predictors,0,0,0,910808914
3021,F_predictors,0,0,0,910808903
3021,ALL_predictors,0,1,0,910808914
3021,NO_predictors,0,1,0,910808914
3022,T_predictors,0,0,0,993376006
3022,F_predictors,0,0,0,989542107
3022,ALL_predictors,0,0,0,993387944
3022,NO_predictors,0,0,0,984135762
3023,T_predictors,0,0,NA
3023,F_predictors,0,0,0,850910734
3023,ALL_predictors,0,0,0,850882153
3023,NO_predictors,0,0,0,846523772
3024,T_predictors,0,0,0,961582854
3024,F_predictors,0,0,0,958635641
3024,ALL_predictors,0,0,0,969327296
3024,NO_predictors,0,0,0,941171489
3025,T_predictors,0,0,0,932211034
3025,F_predictors,0,0,0,934531613
3025,ALL_predictors,0,0,0,932337561
3025,NO_predictors,0,0,0,913281523
3026,T_predictors,0,0,NA
3026,F_predictors,0,0,0,906710737
3026,ALL_predictors,0,0,0,906710624
3026,NO_predictors,0,0,0,906710751
3027,T_predictors,0,0,0,871775809
3027,F_predictors,0,0,0,880214625
3027,ALL_predictors,0,0,0,873688717
3027,NO_predictors,0,0,0,858931439
3028,T_predictors,0,0,0,988451764
3028,F_predictors,0,0,0,972268019
3028,ALL_predictors,0,0,0,987038288
3028,NO_predictors,0,0,0,974447917
3029,T_predictors,0,0,0,967239182
3029,F_predictors,0,0,0,934895471
3029,ALL_predictors,0,0,0,950252583
3029,NO_predictors,0,0,0,927088317
3030,T_predictors,0,0,0,756892341
3030,F_predictors,0,1,0,766967135
3030,ALL_predictors,0,1,0,766968541
3030,NO_predictors,0,0,0,566958289
3031,T_predictors,0,0,0,933293612
3031,F_predictors,0,0,NA
3031,ALL_predictors,0,0,0,955398246
3031,NO_predictors,0,1,0,932614395
3032,T_predictors,0,0,0,970357643
3032,F_predictors,0,0,0,956754347
3032,ALL_predictors,0,0,0,967122835
3032,NO_predictors,0,0,0,949130053
3033,T_predictors,0,0,0,936011565
3033,F_predictors,0,0,0,944720406
3033,ALL_predictors,0,0,0,944669772
3033,NO_predictors,0,0,0,944441315
3034,T_predictors,0,1,0,872272786
3034,F_predictors,0,0,0,898142311
3034,ALL_predictors,0,0,0,881333096
3034,NO_predictors,0,0,0,861610016
3035,T_predictors,0,0,0,943234268
3035,F_predictors,0,0,0,936983673
3035,ALL_predictors,0,0,0,937701791
3035,NO_predictors,0,0,0,866024076
3036,T_predictors,0,0,0,91059474
3036,F_predictors,0,0,0,912214045
3036,ALL_predictors,0,0,0,907919276
3036,NO_predictors,0,0,0,910180531
3037,T_predictors,1,1,0,842370181
3037,F_predictors,0,1,0,819244206
3037,ALL_predictors,0,1,0,852813101
3037,NO_predictors,0,0,0,763146113
3038,T_predictors,1,1,0,796452129
3038,F_predictors,1,1,0,755921735
3038,ALL_predictors,1,1,0,796451507
3038,NO_predictors,1,1,0,69503487
3039,T_predictors,0,0,0,929420265
3039,F_predictors,0,0,0,75640576
3039,ALL_predictors,0,0,0,932221222
3039,NO_predictors,0,0,0,559479918
3040,T_predictors,0,0,0,96833448
3040,F_predictors,0,0,0,969922599
3040,ALL_predictors,0,0,0,971363487
3040,NO_predictors,0,0,0,913866301
3041,T_predictors,0,0,0,847715175
3041,F_predictors,0,0,0,807448768
3041,ALL_predictors,0,0,0,840087988
3041,NO_predictors,0,0,0,628031115
3042,T_predictors,0,0,0,885253888
3042,F_predictors,0,0,0,893851335
3042,ALL_predictors,0,0,0,893864529
3042,NO_predictors,0,0,0,799043614
3043,T_predictors,0,1,0,75675291
3043,F_predictors,1,1,0,699852668
3043,ALL_predictors,0,0,0,756743562
