"series_id","synth_control_type","p_value_<=0.05","p_value_<=0.1","R^2"
1107,F_predictors,0,0,0,824662888
1107,ALL_predictors,0,0,0,875954428
1107,NO_predictors,0,0,0,772692256
1108,T_predictors,0,0,0,772384082
1108,F_predictors,0,0,0,805354802
1108,ALL_predictors,0,0,0,811266043
1108,NO_predictors,0,0,0,462637327
1109,T_predictors,0,0,0,987400556
1109,F_predictors,0,0,0,987401165
1109,ALL_predictors,0,0,0,98740188
1109,NO_predictors,0,0,0,976858437
1110,T_predictors,0,0,0,940486146
1110,F_predictors,0,0,0,941127711
1110,ALL_predictors,0,0,0,948860617
1110,NO_predictors,0,0,0,938766823
1111,T_predictors,0,0,0,84859371
1111,F_predictors,0,0,0,852104017
1111,ALL_predictors,0,0,0,853658154
1111,NO_predictors,0,0,0,253369245
1112,T_predictors,0,1,0,778835911
1112,F_predictors,0,1,0,75942278
1112,ALL_predictors,0,1,0,777625055
1112,NO_predictors,0,1,0,671305975
1113,T_predictors,0,0,0,489505943
1113,F_predictors,0,0,0,2473259
1113,ALL_predictors,0,0,0,489506131
1113,NO_predictors,0,0,NA
1114,T_predictors,0,0,0,991764694
1114,F_predictors,0,0,0,990683375
1114,ALL_predictors,0,0,0,99209789
1114,NO_predictors,0,0,0,985187106
1115,T_predictors,0,0,0,825454196
1115,F_predictors,0,0,0,879219116
1115,ALL_predictors,0,0,0,881101712
1115,NO_predictors,0,0,0,797461476
1116,T_predictors,0,0,0,940058834
1116,F_predictors,0,0,0,924644157
1116,ALL_predictors,0,0,0,93962017
1116,NO_predictors,0,0,0,923179958
1117,T_predictors,0,0,0,920558995
1117,F_predictors,0,0,0,899817991
1117,ALL_predictors,0,0,0,933136688
1117,NO_predictors,0,0,0,86384218
1118,T_predictors,0,0,0,993669592
1118,F_predictors,0,0,0,973646
1118,ALL_predictors,0,0,0,993910158
1118,NO_predictors,0,0,0,964795742
1119,T_predictors,0,0,0,947848123
1119,F_predictors,0,0,0,913935105
1119,ALL_predictors,0,0,0,949822695
1119,NO_predictors,0,0,0,926127707
1120,T_predictors,0,0,0,631133755
1120,F_predictors,0,0,0,634769051
1120,ALL_predictors,0,0,0,63476876
1120,NO_predictors,0,0,0,618976627
1121,T_predictors,0,0,0,348830801
1121,F_predictors,0,0,0,497162321
1121,ALL_predictors,0,0,0,538948216
1121,NO_predictors,0,0,-0,316700491
1122,T_predictors,0,0,0,976431554
1122,F_predictors,1,1,0,958932349
1122,ALL_predictors,0,1,0,972769808
1122,NO_predictors,0,1,0,964277642
1123,T_predictors,0,0,0,815230794
1123,F_predictors,0,0,0,776532953
1123,ALL_predictors,0,0,0,843879001
1123,NO_predictors,0,0,0,709215255
1124,T_predictors,0,0,0,567187966
1124,F_predictors,0,0,0,570500901
1124,ALL_predictors,0,0,0,568323638
1124,NO_predictors,0,0,0,256266597
1125,T_predictors,0,0,0,913327583
1125,F_predictors,0,0,0,915739755
1125,ALL_predictors,0,0,0,900926732
1125,NO_predictors,0,0,0,897752645
1126,T_predictors,0,0,0,991944478
1126,F_predictors,0,0,0,992592063
1126,ALL_predictors,0,0,0,992632111
1126,NO_predictors,0,0,0,990373362
1127,T_predictors,0,0,0,916999158
1127,F_predictors,0,0,0,918298979
1127,ALL_predictors,0,0,0,917435279
1127,NO_predictors,0,0,0,912926334
1128,T_predictors,0,0,0,99692897
1128,F_predictors,0,0,0,997085478
1128,ALL_predictors,0,0,0,997159598
1128,NO_predictors,0,0,0,995394269
1129,T_predictors,0,0,0,83639249
1129,F_predictors,0,0,0,804244855
1129,ALL_predictors,0,1,0,916932925
1129,NO_predictors,0,1,0,454269811
1130,T_predictors,1,1,0,920686258
1130,F_predictors,0,0,NA
1130,ALL_predictors,1,1,0,929661977
1130,NO_predictors,0,1,0,906853708
1131,T_predictors,0,0,0,950076027
1131,F_predictors,0,0,0,946818823
1131,ALL_predictors,0,0,0,953041386
1131,NO_predictors,0,0,0,939150033
1132,T_predictors,0,0,0,9710049
1132,F_predictors,0,0,0,973344061
1132,ALL_predictors,0,0,0,973316377
1132,NO_predictors,0,0,0,819616534
1133,T_predictors,0,0,0,872987143
1133,F_predictors,0,0,0,78765008
1133,ALL_predictors,0,0,0,868704647
1133,NO_predictors,0,0,0,787024566
1134,T_predictors,0,0,0,957019987
1134,F_predictors,0,0,0,957019983
1134,ALL_predictors,0,0,0,957019983
1134,NO_predictors,0,0,0,952681794
1135,T_predictors,0,0,0,990109472
1135,F_predictors,0,0,0,98813012
1135,ALL_predictors,0,0,0,991275516
1135,NO_predictors,0,0,0,987868262
1136,T_predictors,1,1,0,880925989
1136,F_predictors,1,1,0,914223441
1136,ALL_predictors,1,1,0,92248809
1136,NO_predictors,0,0,0,793176711
1137,T_predictors,0,1,0,95076917
1137,F_predictors,0,0,NA
1137,ALL_predictors,1,1,0,95076901
1137,NO_predictors,0,0,0,889821996
1138,T_predictors,0,0,0,955208811
1138,F_predictors,0,0,0,958509583
1138,ALL_predictors,0,0,0,958511222
1138,NO_predictors,0,0,0,94500337
1139,T_predictors,0,0,0,653867223
1139,F_predictors,0,0,0,661891034
1139,ALL_predictors,0,0,0,649402384
1139,NO_predictors,0,0,0,653840674
1140,T_predictors,0,0,0,607246413
1140,F_predictors,0,0,0,607246441
1140,ALL_predictors,0,0,0,61648317
1140,NO_predictors,0,0,0,602576535
1141,T_predictors,0,0,0,901795796
1141,F_predictors,0,0,0,903637307
1141,ALL_predictors,0,0,0,903630998
1141,NO_predictors,0,0,0,74997033
1142,T_predictors,0,0,0,981170761
1142,F_predictors,0,0,0,975358343
1142,ALL_predictors,0,0,0,980362331
1142,NO_predictors,0,0,0,808025603
1143,T_predictors,0,0,0,981039332
1143,F_predictors,0,0,0,896237389
1143,ALL_predictors,0,0,0,981134061
1143,NO_predictors,0,0,0,838994137
1144,T_predictors,0,0,0,720835054
1144,F_predictors,0,0,0,75244418
1144,ALL_predictors,0,0,0,722870495
1144,NO_predictors,0,0,0,656871361
1145,T_predictors,0,0,0,960103116
1145,F_predictors,0,0,0,963323621
1145,ALL_predictors,0,0,0,960102996
1145,NO_predictors,0,0,0,960103125
1146,T_predictors,0,1,0,921457343
1146,F_predictors,1,1,0,90980034
1146,ALL_predictors,1,1,0,93518325
1146,NO_predictors,0,0,NA
1147,T_predictors,0,0,0,824537387
1147,F_predictors,0,0,0,830681941
1147,ALL_predictors,0,0,0,830681935
1147,NO_predictors,0,0,0,801773718
1148,T_predictors,0,0,0,875216085
1148,F_predictors,0,0,0,833509038
1148,ALL_predictors,0,0,0,87764396
1148,NO_predictors,0,0,0,845726756
1149,T_predictors,0,0,0,856414062
1149,F_predictors,0,0,0,856414146
1149,ALL_predictors,0,0,0,856414302
1149,NO_predictors,0,0,0,856414915
1150,T_predictors,0,0,0,961585926
1150,F_predictors,0,0,0,960411027
1150,ALL_predictors,0,0,0,971787226
1150,NO_predictors,0,0,0,936180953
1151,T_predictors,0,0,0,996297246
1151,F_predictors,0,0,0,995195844
1151,ALL_predictors,0,0,0,997092049
1151,NO_predictors,0,0,0,995669845
1152,T_predictors,0,0,0,597304143
1152,F_predictors,0,0,0,633915379
1152,ALL_predictors,0,0,0,750051207
1152,NO_predictors,0,0,0,549401662
1153,T_predictors,0,0,0,994146965
1153,F_predictors,0,0,0,994885203
1153,ALL_predictors,0,0,0,994087154
1153,NO_predictors,0,0,0,994865607
1154,T_predictors,0,0,0,861337609
1154,F_predictors,0,0,0,815528498
1154,ALL_predictors,0,0,0,815519068
1154,NO_predictors,0,0,0,712690544
1155,T_predictors,0,0,0,842301652
1155,F_predictors,0,0,0,842301865
1155,ALL_predictors,0,0,0,842301512
1155,NO_predictors,0,0,0,724020625
1156,T_predictors,1,1,0,979568297
1156,F_predictors,0,1,0,970159699
1156,ALL_predictors,1,1,0,97675248
1156,NO_predictors,1,1,0,975634559
1157,T_predictors,0,0,0,953308945
1157,F_predictors,0,0,0,931458509
1157,ALL_predictors,0,0,0,974534091
1157,NO_predictors,0,0,0,820575697
1158,T_predictors,0,0,0,827696561
1158,F_predictors,0,0,0,805885236
1158,ALL_predictors,0,0,0,834304023
1158,NO_predictors,0,0,0,649842644
1159,T_predictors,0,0,0,889585513
1159,F_predictors,1,1,0,903324578
1159,ALL_predictors,0,0,0,894518579
1159,NO_predictors,0,0,0,879980278
1160,T_predictors,0,0,0,860761988
1160,F_predictors,0,0,0,844447447
1160,ALL_predictors,0,0,0,857789173
1160,NO_predictors,0,0,0,773672338
1161,T_predictors,0,0,0,975758723
1161,F_predictors,0,0,0,92460612
1161,ALL_predictors,0,0,0,97593396
1161,NO_predictors,0,0,0,915625603
1162,T_predictors,0,0,0,881958654
1162,F_predictors,0,0,0,875955259
1162,ALL_predictors,0,0,0,884120096
1162,NO_predictors,0,0,0,857083818
1163,T_predictors,0,0,0,882905792
1163,F_predictors,0,0,0,637467969
1163,ALL_predictors,0,0,0,89091409
1163,NO_predictors,0,0,0,795849938
1164,T_predictors,0,0,0,973433582
1164,F_predictors,0,0,0,903532548
1164,ALL_predictors,0,0,0,961644384
1164,NO_predictors,0,0,0,842126308
1165,T_predictors,0,0,0,849295687
1165,F_predictors,0,0,0,849295686
1165,ALL_predictors,0,0,0,849295723
1165,NO_predictors,0,0,0,849295736
1166,T_predictors,0,0,0,956402422
1166,F_predictors,0,0,0,956381523
1166,ALL_predictors,0,0,0,956402478
1166,NO_predictors,0,0,0,956356635
1167,T_predictors,0,0,0,889123368
1167,F_predictors,0,0,0,889662411
1167,ALL_predictors,0,0,0,868155279
1167,NO_predictors,0,0,0,854917094
1168,T_predictors,1,1,0,753507469
1168,F_predictors,0,0,0,511735241
1168,ALL_predictors,0,1,0,755811086
1168,NO_predictors,0,0,0,484084713
1169,T_predictors,0,0,0,944644999
1169,F_predictors,0,0,0,927920882
1169,ALL_predictors,0,0,0,94712975
1169,NO_predictors,0,0,0,951976301
1170,T_predictors,0,0,0,975890689
1170,F_predictors,0,0,0,973012183
1170,ALL_predictors,0,0,0,975890827
1170,NO_predictors,0,0,0,950573854
1171,T_predictors,0,0,0,88095591
1171,F_predictors,0,0,0,881083286
1171,ALL_predictors,0,0,0,881084123
1171,NO_predictors,0,0,0,8809234
1172,T_predictors,0,0,0,735007246
1172,F_predictors,0,0,0,742534216
1172,ALL_predictors,0,0,0,775939649
1172,NO_predictors,0,0,0,694369145
1173,T_predictors,0,0,0,840544919
1173,F_predictors,0,0,0,838650412
1173,ALL_predictors,0,0,0,840423818
1173,NO_predictors,0,0,0,78835605
1174,T_predictors,1,1,0,700430334
1174,F_predictors,0,0,0,646821039
1174,ALL_predictors,0,0,0,700430322
1174,NO_predictors,0,0,0,646821067
1175,T_predictors,0,0,0,948675833
1175,F_predictors,0,0,0,948676522
1175,ALL_predictors,0,0,0,948667398
1175,NO_predictors,0,0,0,936729819
1176,T_predictors,0,0,0,707689968
1176,F_predictors,0,0,0,738273822
1176,ALL_predictors,0,0,0,751063367
1176,NO_predictors,0,0,0,697023882
1177,T_predictors,0,0,0,932870151
1177,F_predictors,0,0,0,9325111
1177,ALL_predictors,0,0,0,933893035
1177,NO_predictors,0,0,0,921711637
1178,T_predictors,0,0,0,990397174
1178,F_predictors,0,0,0,990397174
1178,ALL_predictors,0,0,0,990397172
1178,NO_predictors,0,0,0,990397165
1179,T_predictors,0,0,0,91142723
1179,F_predictors,0,0,0,924932193
1179,ALL_predictors,0,0,0,929876129
1179,NO_predictors,0,0,0,764725619
1180,T_predictors,0,0,0,812647661
1180,F_predictors,0,0,0,846145102
1180,ALL_predictors,0,0,0,852658809
1180,NO_predictors,0,0,0,796526444
1181,T_predictors,0,0,0,851541098
1181,F_predictors,0,0,0,896341017
1181,ALL_predictors,0,0,0,918896545
1181,NO_predictors,0,0,0,61936467
1182,T_predictors,0,0,0,930794443
1182,F_predictors,0,0,0,927240579
1182,ALL_predictors,0,0,0,926003803
1182,NO_predictors,0,0,0,931999625
1183,T_predictors,0,0,0,612517799
1183,F_predictors,0,0,0,667662747
1183,ALL_predictors,0,0,0,670110848
1183,NO_predictors,0,0,0,603091114
1184,T_predictors,1,1,0,947071098
1184,F_predictors,0,0,0,923722662
1184,ALL_predictors,1,1,0,9537392
1184,NO_predictors,0,0,0,827566415
1185,T_predictors,0,0,0,935712262
1185,F_predictors,0,0,0,963362837
1185,ALL_predictors,0,0,0,963321431
1185,NO_predictors,0,0,0,910647263
1186,T_predictors,0,0,0,920134941
1186,F_predictors,0,1,0,94487308
1186,ALL_predictors,0,1,0,948440542
1186,NO_predictors,0,0,0,889445951
1187,T_predictors,0,0,0,997306112
1187,F_predictors,0,0,0,994275835
1187,ALL_predictors,0,0,0,997330208
1187,NO_predictors,0,0,0,994992337
1188,T_predictors,0,0,0,949818412
1188,F_predictors,0,1,0,949818409
1188,ALL_predictors,0,0,0,949818412
1188,NO_predictors,0,1,0,948793414
1189,T_predictors,0,0,0,981454052
1189,F_predictors,0,0,0,97168832
1189,ALL_predictors,0,1,0,981453667
1189,NO_predictors,0,0,0,80294306
1190,T_predictors,0,0,0,990815867
1190,F_predictors,1,1,0,985404853
1190,ALL_predictors,0,0,0,99065499
1190,NO_predictors,1,1,0,981965356
1191,T_predictors,0,0,0,981575074
1191,F_predictors,0,0,0,981575074
1191,ALL_predictors,0,0,0,981575073
1191,NO_predictors,0,0,0,981418272
1192,T_predictors,0,0,0,876850863
1192,F_predictors,0,0,0,772449885
1192,ALL_predictors,0,0,0,880550779
1192,NO_predictors,0,0,0,767095042
1193,T_predictors,1,1,0,862151811
1193,F_predictors,0,0,0,928486547
1193,ALL_predictors,1,1,0,862154176
1193,NO_predictors,0,0,NA
1194,T_predictors,0,0,0,952869672
1194,F_predictors,0,0,0,876505599
1194,ALL_predictors,0,0,NA
1194,NO_predictors,0,0,0,657860333
1195,T_predictors,0,0,0,928220217
1195,F_predictors,0,0,0,774672851
1195,ALL_predictors,0,0,0,920902679
1195,NO_predictors,0,0,0,688186686
1196,T_predictors,0,0,0,733907156
1196,F_predictors,0,0,0,790686938
1196,ALL_predictors,0,0,0,790673859
1196,NO_predictors,0,0,0,71022369
1197,T_predictors,0,0,0,837763855
1197,F_predictors,0,0,0,569961221
1197,ALL_predictors,0,0,0,561357139
1197,NO_predictors,0,0,0,357504566
1198,T_predictors,0,0,0,906276141
1198,F_predictors,0,0,0,923853299
1198,ALL_predictors,0,0,0,921438244
1198,NO_predictors,0,0,0,847830956
1199,T_predictors,0,0,0,691512752
1199,F_predictors,0,0,0,670034299
1199,ALL_predictors,0,0,0,693524279
1199,NO_predictors,0,0,0,569365112
1200,T_predictors,0,0,0,864341335
1200,F_predictors,0,0,0,844254976
1200,ALL_predictors,0,0,NA
1200,NO_predictors,0,0,0,844255198
1201,T_predictors,0,0,NA
1201,F_predictors,0,0,0,887976136
1201,ALL_predictors,0,0,0,961046783
1201,NO_predictors,0,0,0,741696911
1202,T_predictors,0,0,0,99697183
1202,F_predictors,0,0,0,996149526
1202,ALL_predictors,0,0,0,996974878
1202,NO_predictors,0,0,0,990647454
1203,T_predictors,0,0,0,857847754
1203,F_predictors,0,0,0,807464307
1203,ALL_predictors,0,0,0,857157215
1203,NO_predictors,0,0,0,843780463
1204,T_predictors,0,0,0,976945903
1204,F_predictors,0,0,0,984343383
1204,ALL_predictors,0,0,0,982368224
1204,NO_predictors,0,0,0,981696242
1205,T_predictors,0,0,0,742880457
1205,F_predictors,0,0,0,596250304
1205,ALL_predictors,0,0,0,717395935
1205,NO_predictors,0,0,0,62851381
1206,T_predictors,0,0,-0,923175238
1206,F_predictors,0,0,NA
1206,ALL_predictors,0,0,-0,902003104
1206,NO_predictors,0,0,-0,986272324
1207,T_predictors,0,0,0,829781715
1207,F_predictors,0,0,0,753512976
1207,ALL_predictors,0,0,0,830665484
1207,NO_predictors,0,0,0,709871015
1208,T_predictors,0,0,0,962963911
1208,F_predictors,0,0,0,944320179
1208,ALL_predictors,0,0,0,967017247
1208,NO_predictors,0,0,0,927558435
1209,T_predictors,0,0,0,930826593
1209,F_predictors,0,0,0,930912321
1209,ALL_predictors,0,0,0,930914852
1209,NO_predictors,0,0,0,930824548
1210,T_predictors,0,0,0,79029656
1210,F_predictors,0,0,0,762959087
1210,ALL_predictors,0,0,0,743594068
1210,NO_predictors,0,0,0,745193217
1211,T_predictors,0,0,0,861736559
1211,F_predictors,0,0,0,926261933
1211,ALL_predictors,0,0,0,926261762
1211,NO_predictors,0,1,0,913603561
1212,T_predictors,0,0,0,847323371
1212,F_predictors,0,0,0,884120186
1212,ALL_predictors,0,0,0,911033164
1212,NO_predictors,0,0,0,68940668
1213,T_predictors,0,0,0,971721765
1213,F_predictors,0,0,0,877516513
1213,ALL_predictors,0,0,0,971506876
1213,NO_predictors,0,0,0,881801632
1214,T_predictors,0,0,0,954304719
1214,F_predictors,0,0,0,956641472
1214,ALL_predictors,0,0,0,954304721
1214,NO_predictors,0,0,0,959985761
1215,T_predictors,0,0,0,909786746
1215,F_predictors,0,0,0,842022046
1215,ALL_predictors,0,0,0,909786745
1215,NO_predictors,0,0,0,723942314
1216,T_predictors,0,0,-0,083730539
1216,F_predictors,0,0,-0,08496617
1216,ALL_predictors,0,0,-0,083730588
1216,NO_predictors,0,0,-0,09157173
1217,T_predictors,0,0,0,982521158
1217,F_predictors,0,1,0,953618871
1217,ALL_predictors,0,0,0,98083788
1217,NO_predictors,0,0,0,954071442
1218,T_predictors,0,0,0,894784864
1218,F_predictors,0,0,0,832246673
1218,ALL_predictors,0,0,0,894995956
1218,NO_predictors,0,0,0,831365205
1219,T_predictors,0,0,0,721030509
1219,F_predictors,0,0,0,789330449
1219,ALL_predictors,0,0,0,789330682
1219,NO_predictors,0,0,0,650224342
1220,T_predictors,0,0,0,375272556
1220,F_predictors,1,1,0,3038702
1220,ALL_predictors,0,0,0,375265793
1220,NO_predictors,1,1,0,306389991
1221,T_predictors,0,1,0,977026178
1221,F_predictors,0,1,0,977728559
1221,ALL_predictors,0,1,0,978580283
1221,NO_predictors,1,1,0,932034335
1222,T_predictors,0,0,0,79424573
1222,F_predictors,0,0,0,922327928
1222,ALL_predictors,0,0,0,929434511
1222,NO_predictors,0,0,0,341384046
1223,T_predictors,0,0,0,90434944
1223,F_predictors,0,0,0,904333198
1223,ALL_predictors,0,0,0,904349423
1223,NO_predictors,0,0,0,207934946
1224,T_predictors,0,0,0,95773987
1224,F_predictors,0,0,0,958143737
1224,ALL_predictors,0,0,0,957737971
1224,NO_predictors,0,0,0,941229268
1225,T_predictors,0,0,0,808810298
1225,F_predictors,0,0,0,802123846
1225,ALL_predictors,0,0,0,843678733
1225,NO_predictors,0,0,0,457035343
1226,T_predictors,0,0,0,670683638
1226,F_predictors,0,0,0,503393004
1226,ALL_predictors,0,0,0,670683619
1226,NO_predictors,0,0,0,434295662
1227,T_predictors,0,0,0,88511481
1227,F_predictors,0,0,0,94754254
1227,ALL_predictors,0,0,0,951923243
1227,NO_predictors,0,0,0,937388925
1228,T_predictors,0,0,0,955599549
1228,F_predictors,0,0,0,956182289
1228,ALL_predictors,0,0,0,956182197
1228,NO_predictors,0,0,0,954659841
1229,T_predictors,0,0,0,897154798
1229,F_predictors,0,0,0,863162799
1229,ALL_predictors,0,0,0,937975454
1229,NO_predictors,0,0,0,798931914
1230,T_predictors,0,0,0,869257595
1230,F_predictors,0,0,0,90490489
1230,ALL_predictors,0,0,0,892736967
1230,NO_predictors,0,0,0,848522247
1231,T_predictors,1,1,0,921263321
1231,F_predictors,1,1,0,922172438
1231,ALL_predictors,0,1,0,923098564
1231,NO_predictors,1,1,0,815784963
1232,T_predictors,0,0,0,98652233
1232,F_predictors,0,0,0,989991323
1232,ALL_predictors,0,0,0,986953724
1232,NO_predictors,0,0,0,98847845
1233,T_predictors,0,0,0,963508998
1233,F_predictors,0,0,0,923522714
1233,ALL_predictors,0,0,0,962893152
1233,NO_predictors,0,0,0,940000197
1234,T_predictors,1,1,0,981996196
1234,F_predictors,0,0,0,981034059
1234,ALL_predictors,0,0,0,978685243
1234,NO_predictors,0,0,0,981009576
1235,T_predictors,0,0,0,899977106
1235,F_predictors,0,0,0,851194741
1235,ALL_predictors,0,0,0,88951017
1235,NO_predictors,0,0,0,849782174
1236,T_predictors,0,0,0,790031905
1236,F_predictors,0,0,0,801205439
1236,ALL_predictors,0,0,0,811682769
1236,NO_predictors,0,0,0,721213535
1237,T_predictors,0,0,0,923517233
1237,F_predictors,0,0,0,88131047
1237,ALL_predictors,0,0,0,923517227
1237,NO_predictors,0,0,0,84529783
1238,T_predictors,0,0,0,993855928
1238,F_predictors,0,0,0,993645886
1238,ALL_predictors,0,0,0,993861029
1238,NO_predictors,0,0,0,986234072
1239,T_predictors,0,0,0,763657858
1239,F_predictors,0,0,0,895424177
1239,ALL_predictors,0,0,0,902555093
1239,NO_predictors,0,0,0,73902422
1240,T_predictors,0,0,0,960768996
1240,F_predictors,0,1,0,95188067
1240,ALL_predictors,1,1,0,95423972
1240,NO_predictors,0,0,0,940155493
1241,T_predictors,0,0,0,915905782
1241,F_predictors,0,0,0,716931794
1241,ALL_predictors,0,0,0,915900005
1241,NO_predictors,0,0,0,678315148
1242,T_predictors,0,0,0,969727139
1242,F_predictors,0,0,0,967212911
1242,ALL_predictors,0,0,0,972826802
1242,NO_predictors,0,0,0,968030645
1243,T_predictors,0,0,0,955439364
1243,F_predictors,0,1,0,463677953
1243,ALL_predictors,0,0,0,967754004
1243,NO_predictors,0,0,0,531064325
1244,T_predictors,0,0,0,921197499
1244,F_predictors,0,0,0,921197161
1244,ALL_predictors,0,0,0,921197489
1244,NO_predictors,1,1,0,474708496
1245,T_predictors,0,0,0,736342157
1245,F_predictors,0,0,-0,18213628
1245,ALL_predictors,0,0,0,736340565
1245,NO_predictors,0,0,0,27441195
1246,T_predictors,0,0,0,592676757
1246,F_predictors,0,0,0,366206977
1246,ALL_predictors,0,0,0,592676724
1246,NO_predictors,0,0,0,224832917
1247,T_predictors,0,0,0,969064638
1247,F_predictors,0,0,0,970790882
1247,ALL_predictors,0,0,0,970790902
1247,NO_predictors,0,0,0,969680166
1248,T_predictors,0,0,0,806689159
1248,F_predictors,0,0,0,808473044
1248,ALL_predictors,0,0,0,825090141
1248,NO_predictors,0,0,0,714496947
1249,T_predictors,0,0,0,873921057
1249,F_predictors,1,1,0,869937655
1249,ALL_predictors,1,1,0,867949503
1249,NO_predictors,1,1,0,823253426
1250,T_predictors,0,0,0,910035965
1250,F_predictors,0,0,0,847019805
1250,ALL_predictors,0,0,0,910035808
1250,NO_predictors,0,0,0,798719068
1251,T_predictors,0,0,0,992304395
1251,F_predictors,0,0,0,992305568
1251,ALL_predictors,0,0,0,992305376
1251,NO_predictors,0,0,0,992988768
1252,T_predictors,0,0,0,955888802
1252,F_predictors,0,0,0,87070119
1252,ALL_predictors,0,0,0,959786694
1252,NO_predictors,0,0,0,811246966
1253,T_predictors,0,0,0,942168971
1253,F_predictors,0,0,0,94394555
1253,ALL_predictors,0,0,0,943931678
1253,NO_predictors,0,0,0,944207102
1254,T_predictors,0,0,0,993831962
1254,F_predictors,0,0,0,986999996
1254,ALL_predictors,0,0,0,994581896
1254,NO_predictors,0,0,0,983444173
1255,T_predictors,0,0,0,933510234
1255,F_predictors,0,0,0,883534527
1255,ALL_predictors,0,0,0,933510237
1255,NO_predictors,0,0,0,776415315
1256,T_predictors,0,0,0,976467924
1256,F_predictors,0,0,0,975253726
1256,ALL_predictors,0,0,0,976660733
1256,NO_predictors,0,0,0,972442757
1257,T_predictors,0,0,0,965000872
1257,F_predictors,0,0,0,950714936
1257,ALL_predictors,0,0,0,96522639
1257,NO_predictors,0,0,0,940215875
1258,T_predictors,1,1,0,975623286
1258,F_predictors,1,1,0,97562306
1258,ALL_predictors,1,1,0,975623291
1258,NO_predictors,1,1,0,975623269
1259,T_predictors,0,0,0,940466453
1259,F_predictors,0,0,0,921720163
1259,ALL_predictors,0,0,0,939357697
1259,NO_predictors,0,0,0,916946754
1260,T_predictors,1,1,0,937462449
1260,F_predictors,0,0,0,899859974
1260,ALL_predictors,0,1,0,937462882
1260,NO_predictors,0,0,0,836673639
1261,T_predictors,0,0,0,908028897
1261,F_predictors,0,0,0,730552347
1261,ALL_predictors,0,0,0,913291771
1261,NO_predictors,0,0,0,795933977
1262,T_predictors,0,0,0,741739246
1262,F_predictors,0,0,NA
1262,ALL_predictors,0,0,0,768430641
1262,NO_predictors,1,1,0,385965047
1263,T_predictors,0,0,0,957859914
1263,F_predictors,0,0,0,951657542
1263,ALL_predictors,0,0,0,959268133
1263,NO_predictors,0,0,0,915148056
1264,T_predictors,0,0,0,578456213
1264,F_predictors,0,0,0,583373647
1264,ALL_predictors,0,0,0,474574126
1264,NO_predictors,0,0,0,58178479
1265,T_predictors,0,0,0,987190734
1265,F_predictors,0,0,0,989851047
1265,ALL_predictors,0,0,0,990002307
1265,NO_predictors,0,0,0,989283204
1266,T_predictors,0,0,0,99300406
1266,F_predictors,0,0,0,854111345
1266,ALL_predictors,0,0,0,993004493
1266,NO_predictors,0,0,0,993004806
1267,T_predictors,0,0,0,94112864
1267,F_predictors,0,0,0,946621199
1267,ALL_predictors,0,0,0,946614137
1267,NO_predictors,0,0,0,920795782
1268,T_predictors,0,0,0,872797971
1268,F_predictors,0,0,0,900646477
1268,ALL_predictors,0,0,0,929145039
1268,NO_predictors,0,0,0,801087222
1269,T_predictors,0,0,0,838795532
1269,F_predictors,0,0,0,854111237
1269,ALL_predictors,0,0,0,856874508
1269,NO_predictors,0,0,NA
1270,T_predictors,0,0,0,908858635
1270,F_predictors,0,0,0,248904363
1270,ALL_predictors,0,0,0,907363728
1270,NO_predictors,0,0,0,334607109
1271,T_predictors,0,0,0,992379707
1271,F_predictors,0,0,0,989145683
1271,ALL_predictors,0,0,0,991882474
1271,NO_predictors,0,0,0,988273294
1272,T_predictors,0,0,0,99463032
1272,F_predictors,0,0,0,994607551
1272,ALL_predictors,0,0,0,994742142
1272,NO_predictors,0,0,0,994609789
1273,T_predictors,0,0,0,979762016
1273,F_predictors,1,1,0,974966462
1273,ALL_predictors,1,1,0,975068099
1273,NO_predictors,1,1,0,968240273
1274,T_predictors,0,0,0,626848909
1274,F_predictors,0,0,-4,362479899
1274,ALL_predictors,0,0,0,649584144
1274,NO_predictors,0,0,-3,258813117
1275,T_predictors,0,0,0,851870122
1275,F_predictors,0,0,0,824087947
1275,ALL_predictors,0,0,0,858240117
1275,NO_predictors,0,0,0,858206584
1276,T_predictors,0,0,0,910258113
1276,F_predictors,0,0,0,921011814
1276,ALL_predictors,0,0,0,921326873
1276,NO_predictors,0,0,0,899656678
1277,T_predictors,0,0,0,992863554
1277,F_predictors,0,0,0,959185275
1277,ALL_predictors,0,0,0,99286356
1277,NO_predictors,0,0,0,921507631
1278,T_predictors,0,0,0,996556269
1278,F_predictors,0,0,0,996576846
1278,ALL_predictors,0,0,0,996556388
1278,NO_predictors,0,0,0,99565002
1279,T_predictors,0,0,0,958286773
1279,F_predictors,0,0,0,97458696
1279,ALL_predictors,0,0,0,964442768
1279,NO_predictors,0,0,0,917879079
1280,T_predictors,0,0,0,769313997
1280,F_predictors,0,0,0,680041496
1280,ALL_predictors,0,1,0,680040005
1280,NO_predictors,0,0,0,477273672
1281,T_predictors,0,0,0,927945954
1281,F_predictors,0,0,0,93286753
1281,ALL_predictors,0,0,0,931068324
1281,NO_predictors,0,0,0,886445647
1282,T_predictors,0,0,0,977069116
1282,F_predictors,0,0,0,977635871
1282,ALL_predictors,0,0,0,977635875
1282,NO_predictors,0,0,0,96358936
1283,T_predictors,0,0,0,699979354
1283,F_predictors,0,0,0,730793504
1283,ALL_predictors,0,0,0,733792693
1283,NO_predictors,0,0,0,719177313
1284,T_predictors,0,0,0,637350932
