series_id,"synth_control_type","p_value_<=0.05","p_value_<=0.1","R^2"
140,"T_predictors",0,1,0.846726741754691
140,"F_predictors",0,0,0.740351363561542
140,"ALL_predictors",1,1,0.8467266048703
140,"NO_predictors",0,0,0.655675389052884
141,"T_predictors",0,0,0.622945070017275
141,"F_predictors",0,0,0.507489135662758
141,"ALL_predictors",0,0,0.623028842802207
141,"NO_predictors",0,1,0.383396268845825
142,"T_predictors",0,0,0.98126275827084
142,"F_predictors",0,0,0.974270872006388
142,"ALL_predictors",0,0,0.984846560482824
142,"NO_predictors",0,0,0.968753980515442
143,"T_predictors",0,0,0.873389009881586
143,"F_predictors",0,0,0.379868606312377
143,"ALL_predictors",0,0,0.904643498478675
143,"NO_predictors",0,0,0.298787338934714
144,"T_predictors",0,0,0.861079900736211
144,"F_predictors",0,0,0.827663379991407
144,"ALL_predictors",0,0,0.886548888186058
144,"NO_predictors",0,0,0.826352901524409
145,"T_predictors",0,0,0.850544478141079
145,"F_predictors",0,0,0.822889357083392
145,"ALL_predictors",0,0,0.835743423720645
145,"NO_predictors",0,0,0.793844870771397
146,"T_predictors",0,0,0.877973118380574
146,"F_predictors",0,0,0.818174066324047
146,"ALL_predictors",0,0,0.891864580099674
146,"NO_predictors",0,0,0.852689374435421
147,"T_predictors",1,1,0.973742783398967
147,"F_predictors",0,0,0.970540177349564
147,"ALL_predictors",0,0,0.973170802423216
147,"NO_predictors",0,0,0.966816368334847
148,"T_predictors",0,0,0.91996294934122
148,"F_predictors",0,0,0.792861533482834
148,"ALL_predictors",0,0,0.910821477949922
148,"NO_predictors",0,0,NA
149,"T_predictors",0,0,0.521279071084026
149,"F_predictors",0,0,0.213598978402493
149,"ALL_predictors",0,0,0.401465663356745
149,"NO_predictors",0,0,0.205683147089936
150,"T_predictors",0,0,0.722851366861043
150,"F_predictors",0,0,0.633368904339313
150,"ALL_predictors",0,1,0.727881206196871
150,"NO_predictors",0,0,0.540227571591729
151,"T_predictors",0,0,0.787576106605525
151,"F_predictors",0,0,0.787445830776822
151,"ALL_predictors",0,0,0.79103778343501
151,"NO_predictors",0,0,0.733484359306834
152,"T_predictors",0,1,0.928060637799423
152,"F_predictors",0,1,0.883777917529516
152,"ALL_predictors",1,1,0.928962509722166
152,"NO_predictors",0,0,0.879250844437313
153,"T_predictors",0,0,0.848725631154145
153,"F_predictors",0,1,0.847846665715902
153,"ALL_predictors",0,0,0.857136786242733
153,"NO_predictors",0,0,0.806666685751318
154,"T_predictors",0,0,0.884653974155879
154,"F_predictors",0,0,0.884422881752904
154,"ALL_predictors",0,0,0.886122666684405
154,"NO_predictors",0,0,0.882475306927884
155,"T_predictors",0,0,0.788295992215932
155,"F_predictors",0,0,0.787507830945878
155,"ALL_predictors",0,0,0.788511531382731
155,"NO_predictors",0,0,0.78795819075316
156,"T_predictors",0,0,0.867286709442069
156,"F_predictors",0,0,0.722587025287375
156,"ALL_predictors",0,0,NA
156,"NO_predictors",0,0,0.103758600473266
157,"T_predictors",0,0,0.916153781526577
157,"F_predictors",0,0,0.916285342273509
157,"ALL_predictors",0,0,0.923156935891243
157,"NO_predictors",0,0,0.857091487422557
158,"T_predictors",0,0,0.956833209916096
158,"F_predictors",0,1,0.956830414641025
158,"ALL_predictors",0,0,0.956830358726847
158,"NO_predictors",0,0,0.956800640340846
159,"T_predictors",0,0,0.862018981994506
159,"F_predictors",0,0,0.83022400832296
159,"ALL_predictors",0,0,0.862019169163365
